,origin_station,destination_station,AMpeak_trips,PMpeak_trips,o_lat,o_lon,d_lat,d_lon
258,Tottenham Hale,Angel,165,0,51.587997778177204,-0.0601878226919314,51.53296801568911,-0.10558144894639801
259,Tower Hill,Angel,45,0,51.5103942732372,-0.0767011984581268,51.53296801568911,-0.10558144894639801
260,Tufnell Park,Angel,71,37,51.556440797934705,-0.137742175150487,51.53296801568911,-0.10558144894639801
261,Turnham Green,Angel,7,20,51.495181941248596,-0.25452456805284,51.53296801568911,-0.10558144894639801
262,Turnpike Lane,Angel,64,0,51.59035813391561,-0.102805041186646,51.53296801568911,-0.10558144894639801
263,Upminster Bridge,Angel,14,0,51.5577188010339,0.23454188868617798,51.53296801568911,-0.10558144894639801
264,Upton Park,Angel,35,0,51.5366282006416,0.0345418396504738,51.53296801568911,-0.10558144894639801
265,Uxbridge,Angel,10,18,51.5464545066041,-0.477101559701882,51.53296801568911,-0.10558144894639801
266,Vauxhall,Angel,190,38,51.485735801715705,-0.123829952856406,51.53296801568911,-0.10558144894639801
267,Victoria,Angel,257,240,51.4964239527317,-0.143920706325316,51.53296801568911,-0.10558144894639801
268,Walthamstow Central,Angel,75,44,51.5830181133671,-0.0199405450269344,51.53296801568911,-0.10558144894639801
269,Wanstead,Angel,5,1,51.5749021498173,0.0287604723850641,51.53296801568911,-0.10558144894639801
270,Warren Street,Angel,0,79,51.5245799886272,-0.138278331644798,51.53296801568911,-0.10558144894639801
271,Warwick Avenue,Angel,24,0,51.523104435131906,-0.18295329305572,51.53296801568911,-0.10558144894639801
272,Waterloo,Angel,244,78,51.5031466396974,-0.113259251998453,51.53296801568911,-0.10558144894639801
273,Wembley Central,Angel,3,0,51.55186478030271,-0.296392327030991,51.53296801568911,-0.10558144894639801
274,Wembley Park,Angel,24,0,51.5633224581255,-0.27924255264977305,51.53296801568911,-0.10558144894639801
275,West Finchley,Angel,63,0,51.6092627277839,-0.188917109550708,51.53296801568911,-0.10558144894639801
276,West Harrow,Angel,6,0,51.57892423798761,-0.35384669716506706,51.53296801568911,-0.10558144894639801
277,West Kensington,Angel,0,34,51.490109362443704,-0.20620369468782102,51.53296801568911,-0.10558144894639801
278,Westminster,Angel,0,62,51.501401591350096,-0.125002079249726,51.53296801568911,-0.10558144894639801
279,White City,Angel,0,14,51.512232437641494,-0.22463193144813,51.53296801568911,-0.10558144894639801
280,Whitechapel,Angel,35,0,51.5195877855755,-0.0594204851891818,51.53296801568911,-0.10558144894639801
281,Willesden Green,Angel,57,27,51.5493732864318,-0.22240760412448,51.53296801568911,-0.10558144894639801
282,Willesden Junction,Angel,0,17,51.5322339634936,-0.24390914329748298,51.53296801568911,-0.10558144894639801
283,Wood Green,Angel,68,13,51.597453728312104,-0.109526589468032,51.53296801568911,-0.10558144894639801
284,Woodford,Angel,9,1,51.6072018443785,0.0340562023454831,51.53296801568911,-0.10558144894639801
285,Woodside Park,Angel,63,0,51.61786839986421,-0.185425504725524,51.53296801568911,-0.10558144894639801
286,Acton Town,Arsenal,0,17,51.503071442963495,-0.28030270140601,51.5585413757193,-0.105499933602789
287,Angel,Arsenal,0,13,51.53296801568911,-0.10558144894639801,51.5585413757193,-0.105499933602789
288,Arnos Grove,Arsenal,0,39,51.616230141680205,-0.134270218764562,51.5585413757193,-0.105499933602789
289,Bond Street,Arsenal,0,45,51.51379752478379,-0.14961360982794597,51.5585413757193,-0.105499933602789
290,Caledonian Road,Arsenal,68,0,51.547885441027496,-0.118360861873635,51.5585413757193,-0.105499933602789
291,Canary Wharf,Arsenal,0,36,51.5035784043688,-0.0194668401596637,51.5585413757193,-0.105499933602789
292,Chancery Lane,Arsenal,0,9,51.518494016584704,-0.11196202748568902,51.5585413757193,-0.105499933602789
293,Charing Cross,Arsenal,0,18,51.5083586300048,-0.124802938133095,51.5585413757193,-0.105499933602789
294,Covent Garden,Arsenal,0,47,51.512760234858206,-0.12450689463272302,51.5585413757193,-0.105499933602789
295,Ealing Broadway,Arsenal,0,1,51.514861974896405,-0.302010381444888,51.5585413757193,-0.105499933602789
296,East Finchley,Arsenal,32,0,51.5873325447116,-0.164743886020014,51.5585413757193,-0.105499933602789
297,Euston Square,Arsenal,0,8,51.52866433052879,-0.133296471846732,51.5585413757193,-0.105499933602789
298,Farringdon,Arsenal,0,88,51.5201956882975,-0.10484306195035001,51.5585413757193,-0.105499933602789
299,Finsbury Park,Arsenal,4,11,51.5646354455769,-0.10588148617519001,51.5585413757193,-0.105499933602789
300,Green Park,Arsenal,0,14,51.506760484493896,-0.14247757559748198,51.5585413757193,-0.105499933602789
301,Hillingdon,Arsenal,1,0,51.55377751590571,-0.449897993430179,51.5585413757193,-0.105499933602789
302,Holborn,Arsenal,0,3,51.51723573506929,-0.11984050743238,51.5585413757193,-0.105499933602789
303,Holloway Road,Arsenal,0,15,51.5528161033705,-0.11293569695285,51.5585413757193,-0.105499933602789
304,Kilburn,Arsenal,0,3,51.54694443536611,-0.204632719131385,51.5585413757193,-0.105499933602789
305,Knightsbridge,Arsenal,0,29,51.5013548976071,-0.16066448611880801,51.5585413757193,-0.105499933602789
306,Lambeth North,Arsenal,0,13,51.499129945865796,-0.11176826118096302,51.5585413757193,-0.105499933602789
307,Leicester Square,Arsenal,11,55,51.5112911816198,-0.128242147580481,51.5585413757193,-0.105499933602789
308,Liverpool Street,Arsenal,0,19,51.5175982643439,-0.0822496222771093,51.5585413757193,-0.105499933602789
309,London Bridge,Arsenal,36,32,51.5046743475629,-0.0860055981730393,51.5585413757193,-0.105499933602789
310,Maida Vale,Arsenal,0,1,51.5299950567181,-0.18543264693135394,51.5585413757193,-0.105499933602789
311,Marble Arch,Arsenal,0,49,51.51396549179051,-0.158571216249827,51.5585413757193,-0.105499933602789
312,Moorgate,Arsenal,0,16,51.5184371390077,-0.0890176878750945,51.5585413757193,-0.105499933602789
313,Morden,Arsenal,0,18,51.402185961613505,-0.19485198172341897,51.5585413757193,-0.105499933602789
314,Oakwood,Arsenal,4,0,51.6476379604749,-0.131853539818674,51.5585413757193,-0.105499933602789
315,Old Street,Arsenal,0,1,51.525581471626,-0.0876229578285339,51.5585413757193,-0.105499933602789
316,Paddington,Arsenal,1,15,51.5153937854761,-0.17573675205718,51.5585413757193,-0.105499933602789
317,Park Royal,Arsenal,0,26,51.5268340201739,-0.28492891769302303,51.5585413757193,-0.105499933602789
318,Piccadilly Circus,Arsenal,0,129,51.5096967485824,-0.133711597193113,51.5585413757193,-0.105499933602789
319,Pimlico,Arsenal,0,2,51.4895528621095,-0.13310825841606,51.5585413757193,-0.105499933602789
320,Preston Road,Arsenal,0,10,51.572103728155795,-0.294972012548964,51.5585413757193,-0.105499933602789
321,Ruislip,Arsenal,0,21,51.5721619209745,-0.421234925940202,51.5585413757193,-0.105499933602789
322,Russell Square,Arsenal,17,62,51.523013038091094,-0.12459019776958,51.5585413757193,-0.105499933602789
323,Seven Sisters,Arsenal,6,0,51.58336215999121,-0.0724668228194505,51.5585413757193,-0.105499933602789
324,South Kensington,Arsenal,26,59,51.494071365584205,-0.17392302309209898,51.5585413757193,-0.105499933602789
325,Southgate,Arsenal,38,0,51.63237584819041,-0.127770047251446,51.5585413757193,-0.105499933602789
326,St. James's Park,Arsenal,5,0,51.49960979443029,-0.133878755377767,51.5585413757193,-0.105499933602789
327,Tooting Bec,Arsenal,0,3,51.435838064106704,-0.159700492309773,51.5585413757193,-0.105499933602789
328,Turnham Green,Arsenal,0,7,51.495181941248596,-0.25452456805284,51.5585413757193,-0.105499933602789
329,Turnpike Lane,Arsenal,51,148,51.59035813391561,-0.102805041186646,51.5585413757193,-0.105499933602789
330,Victoria,Arsenal,0,36,51.4964239527317,-0.143920706325316,51.5585413757193,-0.105499933602789
331,Warren Street,Arsenal,0,12,51.5245799886272,-0.138278331644798,51.5585413757193,-0.105499933602789
332,Waterloo,Arsenal,69,45,51.5031466396974,-0.113259251998453,51.5585413757193,-0.105499933602789
333,Westminster,Arsenal,0,39,51.501401591350096,-0.125002079249726,51.5585413757193,-0.105499933602789
334,Whitechapel,Arsenal,0,16,51.5195877855755,-0.0594204851891818,51.5585413757193,-0.105499933602789
335,Wimbledon,Arsenal,0,30,51.4211078449718,-0.206662835920936,51.5585413757193,-0.105499933602789
336,Acton Town,Baker Street,15,0,51.503071442963495,-0.28030270140601,51.5231296204391,-0.15690419441262
337,Aldgate,Baker Street,124,134,51.5143423787415,-0.0756269126501567,51.5231296204391,-0.15690419441262
338,Aldgate East,Baker Street,6,0,51.5150816226404,-0.0730014627258136,51.5231296204391,-0.15690419441262
339,Alperton,Baker Street,2,0,51.5412092743614,-0.299515758699207,51.5231296204391,-0.15690419441262
340,Amersham,Baker Street,62,0,51.6741293179421,-0.6065137893557739,51.5231296204391,-0.15690419441262
341,Angel,Baker Street,73,56,51.53296801568911,-0.10558144894639801,51.5231296204391,-0.15690419441262
342,Archway,Baker Street,46,0,51.5654905340774,-0.135121576677549,51.5231296204391,-0.15690419441262
343,Arnos Grove,Baker Street,25,0,51.616230141680205,-0.134270218764562,51.5231296204391,-0.15690419441262
344,Arsenal,Baker Street,33,0,51.5585413757193,-0.105499933602789,51.5231296204391,-0.15690419441262
345,Balham,Baker Street,16,0,51.443182562032604,-0.152685163343656,51.5231296204391,-0.15690419441262
346,Barbican,Baker Street,88,220,51.5202152835411,-0.0977215786403087,51.5231296204391,-0.15690419441262
347,Barking,Baker Street,145,2,51.539521113341294,0.0808316100128655,51.5231296204391,-0.15690419441262
348,Barkingside,Baker Street,35,0,51.5858506139378,0.0884766396392107,51.5231296204391,-0.15690419441262
349,Barons Court,Baker Street,43,0,51.4902286819759,-0.213430145064537,51.5231296204391,-0.15690419441262
350,Bayswater,Baker Street,47,0,51.5121112883667,-0.18790157392744103,51.5231296204391,-0.15690419441262
351,Bermondsey,Baker Street,99,37,51.4979607802573,-0.0643300900477039,51.5231296204391,-0.15690419441262
352,Bethnal Green,Baker Street,40,0,51.527191741204994,-0.0553921116245381,51.5231296204391,-0.15690419441262
353,Blackfriars,Baker Street,0,68,51.5115869277802,-0.10299538523578698,51.5231296204391,-0.15690419441262
354,Blackhorse Road,Baker Street,10,46,51.5857766270677,-0.0396257115532134,51.5231296204391,-0.15690419441262
355,Bond Street,Baker Street,20,126,51.51379752478379,-0.14961360982794597,51.5231296204391,-0.15690419441262
356,Bounds Green,Baker Street,61,15,51.607031921240704,-0.124177065625754,51.5231296204391,-0.15690419441262
357,Bow Road,Baker Street,53,52,51.5270418067574,-0.0243595906651091,51.5231296204391,-0.15690419441262
358,Brixton,Baker Street,212,33,51.4627368020741,-0.11455209758661801,51.5231296204391,-0.15690419441262
359,Buckhurst Hill,Baker Street,13,0,51.626576660928,0.0467125412965725,51.5231296204391,-0.15690419441262
360,Burnt Oak,Baker Street,48,0,51.6025519118101,-0.264330712266273,51.5231296204391,-0.15690419441262
361,Caledonian Road,Baker Street,70,0,51.547885441027496,-0.118360861873635,51.5231296204391,-0.15690419441262
362,Camden Town,Baker Street,0,26,51.539969352277005,-0.142452381051009,51.5231296204391,-0.15690419441262
363,Canada Water,Baker Street,463,103,51.4981684118441,-0.0508071209954049,51.5231296204391,-0.15690419441262
364,Canary Wharf,Baker Street,223,454,51.5035784043688,-0.0194668401596637,51.5231296204391,-0.15690419441262
365,Canning Town,Baker Street,571,82,51.513870287242,0.00830563274393741,51.5231296204391,-0.15690419441262
366,Canons Park,Baker Street,65,0,51.60765056954779,-0.29439159654004604,51.5231296204391,-0.15690419441262
367,Chancery Lane,Baker Street,0,107,51.518494016584704,-0.11196202748568902,51.5231296204391,-0.15690419441262
368,Charing Cross,Baker Street,163,82,51.5083586300048,-0.124802938133095,51.5231296204391,-0.15690419441262
369,Chesham,Baker Street,31,0,51.705380020677296,-0.6114296571259019,51.5231296204391,-0.15690419441262
370,Chiswick Park,Baker Street,37,0,51.4943707139869,-0.26773692216360995,51.5231296204391,-0.15690419441262
371,Chorleywood,Baker Street,13,2,51.6542659264231,-0.518333926536853,51.5231296204391,-0.15690419441262
372,Clapham Common,Baker Street,32,54,51.461803669852294,-0.13831490249485098,51.5231296204391,-0.15690419441262
373,Clapham North,Baker Street,15,0,51.464916214992506,-0.12991006289038198,51.5231296204391,-0.15690419441262
374,Clapham South,Baker Street,17,0,51.4526764891153,-0.147984069598376,51.5231296204391,-0.15690419441262
375,Cockfosters,Baker Street,3,0,51.6520244788699,-0.149916711073587,51.5231296204391,-0.15690419441262
376,Colindale,Baker Street,21,0,51.5952305160491,-0.250287543714841,51.5231296204391,-0.15690419441262
377,Colliers Wood,Baker Street,12,0,51.41875918776179,-0.177415099875595,51.5231296204391,-0.15690419441262
378,Covent Garden,Baker Street,7,25,51.512760234858206,-0.12450689463272302,51.5231296204391,-0.15690419441262
379,Croxley,Baker Street,35,0,51.647005280107,-0.44160379825288504,51.5231296204391,-0.15690419441262
380,Dagenham Heathway,Baker Street,46,0,51.541211790954705,0.14767972018313802,51.5231296204391,-0.15690419441262
381,Debden,Baker Street,2,0,51.645492001721,0.0838014748371958,51.5231296204391,-0.15690419441262
382,Dollis Hill,Baker Street,52,0,51.551850590714395,-0.23879776168058803,51.5231296204391,-0.15690419441262
383,Ealing Broadway,Baker Street,12,6,51.514861974896405,-0.302010381444888,51.5231296204391,-0.15690419441262
384,Ealing Common,Baker Street,4,0,51.5102486557265,-0.28715141790547805,51.5231296204391,-0.15690419441262
385,East Finchley,Baker Street,2,0,51.5873325447116,-0.164743886020014,51.5231296204391,-0.15690419441262
386,East Ham,Baker Street,204,0,51.5392461649047,0.0515162933203073,51.5231296204391,-0.15690419441262
387,East Putney,Baker Street,17,0,51.4588797835326,-0.210998234182405,51.5231296204391,-0.15690419441262
388,Eastcote,Baker Street,22,24,51.576551823245,-0.39682329933106103,51.5231296204391,-0.15690419441262
389,Elm Park,Baker Street,34,0,51.5491245841858,0.197252681986762,51.5231296204391,-0.15690419441262
390,Epping,Baker Street,18,0,51.6936861661113,0.11382555274482599,51.5231296204391,-0.15690419441262
391,Euston,Baker Street,13,0,51.52866433052879,-0.133296471846732,51.5231296204391,-0.15690419441262
392,Euston Square,Baker Street,78,148,51.52866433052879,-0.133296471846732,51.5231296204391,-0.15690419441262
393,Fairlop,Baker Street,5,0,51.5961095431963,0.0905932794268205,51.5231296204391,-0.15690419441262
394,Farringdon,Baker Street,103,1241,51.5201956882975,-0.10484306195035001,51.5231296204391,-0.15690419441262
395,Finchley Central,Baker Street,28,0,51.600903250521895,-0.193220636879031,51.5231296204391,-0.15690419441262
396,Finchley Road,Baker Street,174,85,51.5470961986729,-0.180050560513333,51.5231296204391,-0.15690419441262
397,Finsbury Park,Baker Street,3,0,51.5646354455769,-0.10588148617519001,51.5231296204391,-0.15690419441262
398,Fulham Broadway,Baker Street,62,0,51.480260903539104,-0.19554416374798997,51.5231296204391,-0.15690419441262
399,Gants Hill,Baker Street,10,0,51.5765529520727,0.0660840978012218,51.5231296204391,-0.15690419441262
400,Gloucester Road,Baker Street,34,32,51.4944995577167,-0.18354355952647697,51.5231296204391,-0.15690419441262
401,Goldhawk Road,Baker Street,56,13,51.502076966571295,-0.227404006254784,51.5231296204391,-0.15690419441262
402,Grange Hill,Baker Street,60,0,51.6134804256286,0.092272529661441,51.5231296204391,-0.15690419441262
403,Great Portland Street,Baker Street,12,31,51.5237887958946,-0.14396142528077602,51.5231296204391,-0.15690419441262
404,Green Park,Baker Street,41,135,51.506760484493896,-0.14247757559748198,51.5231296204391,-0.15690419441262
405,Gunnersbury,Baker Street,8,0,51.4918634114529,-0.27516413582292604,51.5231296204391,-0.15690419441262
406,Hainault,Baker Street,51,0,51.6028453270268,0.0941085503026948,51.5231296204391,-0.15690419441262
407,Hanger Lane,Baker Street,6,0,51.5300720336304,-0.29299614555526504,51.5231296204391,-0.15690419441262
408,Harlesden,Baker Street,17,15,51.5362583277376,-0.257495674234359,51.5231296204391,-0.15690419441262
409,Harrow-on-the-Hill,Baker Street,170,42,51.5793881186851,-0.33700151732302597,51.5231296204391,-0.15690419441262
410,Hatton Cross,Baker Street,28,0,51.466685304207,-0.42338056342404795,51.5231296204391,-0.15690419441262
411,Hendon Central,Baker Street,3,0,51.583133046747704,-0.226734140088258,51.5231296204391,-0.15690419441262
412,High Barnet,Baker Street,13,0,51.6516882533421,-0.194165380168301,51.5231296204391,-0.15690419441262
413,Hillingdon,Baker Street,26,7,51.55377751590571,-0.449897993430179,51.5231296204391,-0.15690419441262
414,Holborn,Baker Street,15,102,51.51723573506929,-0.11984050743238,51.5231296204391,-0.15690419441262
415,Holloway Road,Baker Street,18,0,51.5528161033705,-0.11293569695285,51.5231296204391,-0.15690419441262
416,Hounslow Central,Baker Street,4,0,51.470925765892105,-0.36595812917284204,51.5231296204391,-0.15690419441262
417,Hounslow East,Baker Street,22,0,51.47370789438,-0.35527532185487004,51.5231296204391,-0.15690419441262
418,Ickenham,Baker Street,15,0,51.5608250533895,-0.4415795126425979,51.5231296204391,-0.15690419441262
419,Kennington,Baker Street,22,0,51.488662458334105,-0.10507061341036901,51.5231296204391,-0.15690419441262
420,Kensal Green,Baker Street,36,0,51.53052421415789,-0.224713384073025,51.5231296204391,-0.15690419441262
421,Kentish Town,Baker Street,0,109,51.55000952169021,-0.140471263842415,51.5231296204391,-0.15690419441262
422,Kenton,Baker Street,8,0,51.581496283816904,-0.31521686661349896,51.5231296204391,-0.15690419441262
423,Kew Gardens,Baker Street,4,2,51.4767891362521,-0.285381011417179,51.5231296204391,-0.15690419441262
424,Kilburn,Baker Street,72,96,51.54694443536611,-0.204632719131385,51.5231296204391,-0.15690419441262
425,Kilburn Park,Baker Street,42,0,51.535135536904896,-0.193966057123936,51.5231296204391,-0.15690419441262
426,Kingsbury,Baker Street,75,0,51.58487651699329,-0.278601608230903,51.5231296204391,-0.15690419441262
427,Knightsbridge,Baker Street,12,0,51.5013548976071,-0.16066448611880801,51.5231296204391,-0.15690419441262
